Order_ID,Fecha_Venta,Cliente_ID,Producto,Categoria,Cantidad,Precio_Unitario,Descuento,Total_Venta,Canal_Venta,Estado_Orden
1058,2024-03-15,118,Laptop,Accesorios,0,120000,10,4897613,Distribuidor,Completada
1145,2024-11-05,108,Monitor,,-1,350000,50,189471,Tienda,Cancelada
1129,2025-01-23,45,Mouse,Tecnología,1,120000,0,1874757,Tienda,Cancelada
1052,2024-05-22,7,Teclado,Oficina,10,50000,10,1095058,Online,Completada
1255,2024-07-19,31,Monitor,,1,350000,10,2956312,Distribuidor,
1198,2024-03-31,119,Monitor,Oficina,0,350000,50,1183493,???,
1234,2025-01-18,2,Monitor,Tecnología,10,350000,50,4688907,Distribuidor,
1156,2024-11-24,20,Impresora,Accesorios,5,0,110,2486199,Tienda,Completada
1310,2025-03-24,41,Mouse,,1,50000,50,2444121,Distribuidor,Pendiente
1096,2024-09-15,71,Mouse,Tecnología,1,350000,5,2245497,Online,
1130,2024-04-15,9,Mouse,,2,120000,0,511821,???,Completada
1061,2024-02-09,118,Mouse,,2,350000,0,4803811,Online,
1034,2024-04-09,106,Laptop,Oficina,10,0,0,51061,Tienda,Cancelada
1165,2024-11-13,114,Mouse,Accesorios,2,50000,5,2514603,???,
1039,2024-08-13,72,Impresora,Tecnología,1,350000,10,3517757,Online,
1100,2024-09-22,26,Impresora,,10,350000,10,3002538,Tienda,Cancelada
1115,2024-04-04,74,Laptop,Accesorios,-1,120000,50,4412249,???,Pendiente
1269,2025-01-23,101,Teclado,Oficina,5,50000,5,1018971,Distribuidor,Completada
1033,2024-02-18,72,Mouse,,-1,50000,5,94406,Distribuidor,
1273,2024-02-03,37,Monitor,Oficina,10,120000,5,1557356,Tienda,Cancelada
1249,2025-03-25,94,Laptop,,5,120000,0,1219202,Online,Cancelada
1220,2024-02-22,10,Monitor,Accesorios,2,50000,50,569554,Tienda,Pendiente
1281,2024-09-01,86,Teclado,,1,-1000,110,3035691,Online,Pendiente
1233,2025-01-11,46,Teclado,Oficina,10,350000,10,4567616,Tienda,
1328,2024-07-08,119,Laptop,Tecnología,1,50000,110,3092430,Distribuidor,Completada
1211,2024-06-29,69,Laptop,Oficina,0,0,110,683331,Online,Completada
1039,2024-12-02,96,Monitor,Oficina,5,50000,10,2634866,???,
1339,2024-11-12,10,Mouse,Oficina,5,350000,110,824180,Online,Cancelada
1116,2025-02-09,10,Laptop,Accesorios,1,0,0,1256327,Tienda,
1294,2024-06-01,40,Teclado,Tecnología,-1,120000,0,946493,Online,Completada
1070,2024-03-24,20,Impresora,Tecnología,0,-1000,10,2305628,Tienda,Completada
1114,2024-02-11,22,Teclado,Tecnología,-1,120000,50,3917900,Tienda,Cancelada
1207,2024-05-13,61,Teclado,Accesorios,1,350000,0,3078813,Distribuidor,Pendiente
1215,2025-03-11,28,Mouse,,2,0,50,2280827,Distribuidor,
1128,2024-02-10,50,Monitor,Oficina,10,-1000,10,744114,Online,Completada
1182,2024-12-28,76,Monitor,Accesorios,0,0,0,87140,Online,
1342,2024-10-24,90,Teclado,Tecnología,-1,0,5,528545,Distribuidor,Pendiente
1015,2024-08-24,37,Teclado,Accesorios,-1,50000,110,2549144,Online,Cancelada
1294,2024-04-07,49,Monitor,Tecnología,10,350000,0,147778,Tienda,
1293,2024-11-18,107,Mouse,Tecnología,1,-1000,10,4464721,Online,Completada
1188,2024-04-29,43,Impresora,,10,50000,5,2487249,???,Pendiente
1012,2025-03-20,22,Impresora,Oficina,1,120000,0,529550,Distribuidor,Completada
1137,2024-03-01,84,Laptop,Tecnología,5,-1000,110,118013,???,
1341,2024-10-26,96,Impresora,Oficina,10,350000,0,1519073,Distribuidor,Cancelada
1091,2024-05-17,63,Monitor,Accesorios,2,350000,0,1820402,???,
1347,2024-04-14,79,Teclado,,2,120000,110,4439617,???,Cancelada
1310,2024-10-05,71,Laptop,,1,50000,110,3233937,Distribuidor,
1341,2025-03-01,67,Mouse,Oficina,-1,50000,5,128844,Online,Pendiente
1063,2024-08-08,26,Mouse,,2,-1000,10,1586279,Distribuidor,Pendiente
1033,2024-03-13,27,Mouse,,-1,350000,50,4124019,Distribuidor,Cancelada
1311,2024-06-14,57,Impresora,,-1,50000,0,-40946,Distribuidor,
1299,2024-06-19,56,Laptop,Oficina,0,0,110,2793167,???,Cancelada
1348,2025-02-28,93,Impresora,Oficina,0,350000,50,135442,Distribuidor,Pendiente
1236,2024-01-10,32,Monitor,Tecnología,5,0,10,4514243,Tienda,Cancelada
1025,2024-10-01,28,Monitor,Oficina,0,0,0,1043056,Online,
1036,2025-02-11,3,Laptop,Accesorios,5,-1000,10,2051531,Tienda,Pendiente
1030,2024-07-08,57,Monitor,Tecnología,1,350000,50,-16818,Online,Cancelada
1264,2024-02-20,76,Mouse,Accesorios,5,0,50,2979856,???,
1211,2024-06-23,52,Mouse,Accesorios,5,-1000,50,1734094,Tienda,Completada
1225,2025-01-24,74,Laptop,Tecnología,2,0,10,3274861,???,Cancelada
1315,2024-11-11,38,Monitor,Accesorios,10,0,0,3200743,???,Completada
1015,2024-09-19,94,Monitor,Accesorios,5,0,5,2544845,Online,Cancelada
1226,2025-02-17,41,Mouse,Accesorios,-1,120000,5,2026334,???,Pendiente
1051,2024-12-06,94,Impresora,Oficina,-1,50000,5,3053576,Tienda,Completada
1125,2024-03-04,25,Laptop,Oficina,1,120000,0,2424341,???,Pendiente
1145,2025-02-16,72,Teclado,,5,50000,0,-77774,???,Cancelada
1190,2024-06-11,115,Teclado,Oficina,0,0,0,4300965,Distribuidor,
1182,2024-11-28,105,Impresora,,0,350000,110,2235186,Distribuidor,Pendiente
1295,2024-01-01,114,Teclado,Tecnología,10,120000,50,3001184,???,Pendiente
1302,2024-01-27,46,Impresora,Tecnología,-1,50000,5,3700188,Distribuidor,Cancelada
1221,2024-05-30,80,Mouse,Oficina,1,120000,0,609252,???,Cancelada
1297,2025-02-22,35,Teclado,Tecnología,1,-1000,5,342307,Online,
1172,2024-04-01,65,Monitor,Tecnología,5,120000,50,3599690,???,Completada
1224,2024-06-21,99,Mouse,,-1,-1000,110,4252751,Distribuidor,Completada
1248,2024-10-31,12,Monitor,Tecnología,-1,50000,110,1494255,Distribuidor,Cancelada
1182,2024-11-29,105,Mouse,Accesorios,5,350000,5,1665518,Tienda,Pendiente
1191,2024-12-23,31,Mouse,Accesorios,-1,120000,50,2745696,Tienda,Pendiente
1030,2024-08-25,48,Teclado,Oficina,-1,-1000,50,4538190,Distribuidor,Pendiente
1307,2024-05-27,114,Laptop,Tecnología,1,50000,10,2019004,???,Completada
1328,2024-08-24,92,Teclado,Accesorios,0,350000,10,3140022,Online,Cancelada
1017,2024-11-19,54,Mouse,Accesorios,5,50000,110,1451283,Online,Cancelada
1324,2024-08-30,28,Mouse,,1,350000,110,4034573,Tienda,Cancelada
1149,2024-05-23,93,Impresora,Oficina,2,350000,50,3897542,???,Completada
1058,2024-07-05,108,Monitor,Accesorios,0,0,110,4657350,Online,Pendiente
1153,2024-03-05,53,Impresora,Accesorios,1,50000,50,4058245,???,Pendiente
1303,2024-11-04,33,Laptop,,10,50000,10,3230722,Tienda,Cancelada
1206,2025-03-24,27,Mouse,Accesorios,5,0,5,1897025,Distribuidor,
1160,2024-10-05,108,Impresora,Tecnología,5,120000,0,4891214,Tienda,
1349,2024-08-23,53,Monitor,,2,50000,10,2228876,Tienda,Pendiente
1216,2025-02-09,81,Impresora,Accesorios,10,-1000,110,2521787,Online,
1244,2024-02-18,71,Impresora,,-1,0,5,3439250,Distribuidor,Pendiente
1322,2024-03-21,29,Teclado,Oficina,1,50000,0,4207475,Distribuidor,Cancelada
1164,2024-06-30,56,Mouse,,0,120000,10,2882628,Distribuidor,
1267,2024-04-15,103,Mouse,,-1,120000,10,1418424,Online,Completada
1216,2025-03-19,39,Impresora,,1,350000,110,319294,Distribuidor,
1233,2024-11-17,7,Mouse,Tecnología,5,350000,110,1340086,???,Cancelada
1065,2024-02-11,69,Monitor,Tecnología,0,50000,50,2218347,Online,Pendiente
1107,2024-03-31,16,Laptop,Accesorios,1,0,110,2001490,Online,
1261,2024-12-06,84,Impresora,Oficina,0,50000,110,1843283,???,
1291,2024-09-30,4,Monitor,,2,-1000,5,4359253,Online,Cancelada
1141,2024-02-15,92,Mouse,,-1,350000,50,3906829,Tienda,Cancelada
1280,2025-02-10,95,Mouse,,0,0,5,390584,Distribuidor,Pendiente
1252,2024-12-17,47,Laptop,Tecnología,0,-1000,50,1478554,Tienda,Completada
1295,2025-02-22,1,Mouse,Accesorios,1,-1000,50,4776783,???,Pendiente
1073,2024-05-05,116,Teclado,Oficina,0,120000,110,4271196,???,Cancelada
1110,2025-01-08,34,Monitor,Oficina,10,0,110,4911100,Online,
1017,2024-05-16,87,Mouse,Tecnología,1,120000,110,2483267,Distribuidor,Pendiente
1196,2024-11-15,54,Impresora,Oficina,2,50000,110,-32347,???,Completada
1028,2024-01-29,33,Monitor,Oficina,5,50000,10,2426696,Online,
1078,2024-07-05,66,Impresora,Tecnología,2,50000,0,4046822,Distribuidor,
1010,2024-11-04,69,Laptop,Oficina,-1,350000,50,3260655,Online,Cancelada
1203,2024-05-28,10,Laptop,,5,50000,5,2281337,Distribuidor,Completada
1250,2024-03-03,112,Teclado,Accesorios,-1,120000,50,1867071,Tienda,Pendiente
1319,2024-02-01,48,Monitor,Tecnología,-1,350000,0,3742453,Online,Pendiente
1225,2024-04-29,27,Teclado,Tecnología,10,-1000,10,886034,???,Completada
1147,2024-07-14,19,Monitor,Oficina,10,-1000,0,4640264,Tienda,
1338,2024-06-08,74,Teclado,Accesorios,-1,50000,110,3069208,Tienda,
1131,2024-02-25,79,Teclado,,5,0,50,55984,Tienda,
1234,2024-03-14,27,Teclado,Tecnología,10,120000,50,4217156,Distribuidor,Cancelada
1027,2024-06-18,81,Mouse,Accesorios,1,0,10,1523470,???,Cancelada
1334,2024-12-05,48,Impresora,,-1,120000,0,363370,Online,Cancelada
1280,2024-03-21,3,Mouse,Oficina,-1,-1000,110,2521749,???,Pendiente
1189,2024-09-11,12,Laptop,Oficina,0,-1000,5,346850,Tienda,Completada
1300,2024-06-11,89,Laptop,Tecnología,0,120000,0,2463668,???,
1253,2024-04-11,83,Laptop,Accesorios,10,350000,0,1168484,Tienda,Completada
1190,2024-08-21,77,Impresora,Oficina,0,0,50,3714657,Tienda,
1305,2024-02-06,2,Laptop,Oficina,0,120000,0,2694586,Online,Cancelada
1143,2025-02-11,48,Mouse,Tecnología,5,-1000,50,1972728,Tienda,
1269,2024-07-07,74,Impresora,,5,0,10,1281900,Distribuidor,Cancelada
1131,2024-11-12,35,Monitor,Oficina,1,0,110,33437,???,Completada
1300,2025-02-21,76,Impresora,Tecnología,2,120000,5,198153,Online,
1339,2024-03-08,30,Impresora,Accesorios,1,50000,0,4148604,Tienda,Cancelada
1026,2025-02-21,26,Mouse,,-1,0,0,2021844,Tienda,Pendiente
1033,2024-08-25,22,Mouse,Accesorios,10,0,5,69354,Online,Pendiente
1042,2024-05-12,7,Monitor,,5,0,5,1931156,???,Pendiente
1010,2025-02-20,5,Teclado,Accesorios,2,-1000,5,3068848,Online,Completada
1003,2024-09-05,96,Teclado,,5,350000,5,3079603,???,Completada
1156,2024-09-12,56,Laptop,Accesorios,1,-1000,110,1593688,Tienda,Pendiente
1061,2024-07-15,67,Teclado,Tecnología,1,50000,0,3375982,???,Cancelada
1076,2025-01-21,35,Impresora,Oficina,-1,120000,5,836416,Distribuidor,Cancelada
1032,2025-02-04,77,Monitor,Tecnología,1,350000,110,3755384,Tienda,Completada
1174,2025-02-13,35,Laptop,Accesorios,2,120000,0,4864974,Distribuidor,
1041,2024-04-09,91,Laptop,Accesorios,1,120000,110,945486,Distribuidor,
1317,2025-02-01,30,Mouse,Accesorios,5,-1000,50,1322662,???,Cancelada
1270,2024-09-11,111,Laptop,,0,50000,10,2613433,Tienda,Pendiente
1348,2025-03-14,25,Impresora,Tecnología,5,50000,0,4514269,Online,Pendiente
1245,2024-03-20,27,Monitor,Tecnología,2,350000,0,3160207,Tienda,Completada
1076,2024-05-13,84,Laptop,Tecnología,1,0,5,2642416,Online,Cancelada
1173,2024-11-12,75,Laptop,Tecnología,1,50000,110,3202897,Tienda,Pendiente
1166,2024-01-19,56,Laptop,Accesorios,0,50000,110,2181596,Tienda,Pendiente
1349,2024-05-10,45,Monitor,Tecnología,0,50000,50,4521954,???,
1131,2025-03-22,3,Teclado,,1,120000,0,1035128,Online,
1155,2024-06-23,74,Teclado,Tecnología,2,50000,50,2696780,Tienda,Pendiente
1015,2024-11-10,45,Impresora,Tecnología,10,0,110,1473101,Distribuidor,Completada
1214,2025-01-07,69,Teclado,Accesorios,1,50000,110,4055958,Distribuidor,Cancelada
1285,2024-07-08,23,Mouse,,2,120000,50,3741268,???,Cancelada
1072,2024-10-25,87,Monitor,Accesorios,0,0,10,2430880,???,
1289,2024-03-24,58,Mouse,,-1,-1000,10,4387611,Tienda,Pendiente
1228,2024-08-12,74,Monitor,,1,50000,10,4494158,???,
1131,2024-08-15,109,Teclado,Accesorios,10,120000,110,99882,Online,Pendiente
1344,2024-11-11,113,Monitor,Tecnología,0,-1000,110,3217543,Tienda,Cancelada
1341,2024-04-29,79,Impresora,,1,120000,10,3172672,Distribuidor,Cancelada
1065,2024-02-18,77,Mouse,Oficina,1,-1000,50,3977066,Distribuidor,Cancelada
1047,2024-06-29,17,Mouse,,-1,120000,0,2322649,Tienda,
1055,2025-01-29,105,Monitor,Oficina,5,-1000,110,4263572,Distribuidor,
1287,2024-11-28,81,Mouse,Accesorios,2,120000,0,2126084,???,Cancelada
1054,2024-03-18,15,Mouse,Accesorios,-1,-1000,5,4192638,???,Completada
1283,2024-09-12,68,Monitor,Oficina,5,0,0,750093,Distribuidor,
1226,2024-07-14,115,Laptop,,-1,-1000,50,4458013,Tienda,Cancelada
1120,2024-02-26,30,Monitor,Oficina,1,-1000,0,3025426,???,Pendiente
1200,2025-03-25,85,Laptop,Oficina,5,50000,5,2240498,Distribuidor,Pendiente
1022,2024-05-20,87,Mouse,Oficina,2,350000,5,2726374,Online,
1317,2024-10-04,92,Teclado,Accesorios,5,0,0,3942617,???,Pendiente
1177,2025-02-16,30,Monitor,Accesorios,0,-1000,110,4964932,Tienda,Pendiente
1157,2024-01-05,41,Monitor,Tecnología,1,50000,0,1242348,Online,Pendiente
1014,2024-09-07,102,Laptop,Tecnología,2,50000,50,4150033,Online,Pendiente
1315,2024-12-15,37,Impresora,Accesorios,2,50000,10,4816541,Distribuidor,Pendiente
1065,2024-08-01,60,Impresora,,2,0,0,4906374,Distribuidor,
1297,2025-02-10,43,Mouse,Accesorios,1,50000,10,2240275,???,
1096,2025-03-11,1,Teclado,,10,350000,5,1968197,Online,
1057,2024-09-13,39,Monitor,Accesorios,5,0,110,2978599,Tienda,
1317,2024-10-02,95,Laptop,Tecnología,1,350000,5,1174014,Tienda,Cancelada
1054,2024-07-09,40,Laptop,Oficina,10,350000,110,4211067,Online,Cancelada
1098,2024-08-25,43,Monitor,Oficina,2,350000,110,2786607,???,
1048,2024-12-10,15,Monitor,Tecnología,10,-1000,0,1669479,???,Completada
1017,2025-03-06,19,Mouse,Tecnología,5,350000,10,4680312,Online,
1142,2024-11-28,69,Mouse,Tecnología,0,0,50,3975566,???,Pendiente
1281,2024-03-01,80,Teclado,Accesorios,0,350000,10,3315877,Online,Pendiente
1084,2024-05-08,71,Monitor,Accesorios,10,-1000,110,1600120,???,Completada
1053,2025-03-07,57,Laptop,Oficina,1,0,110,-21808,Online,Cancelada
1133,2024-06-19,56,Impresora,Tecnología,0,350000,0,753977,???,Pendiente
1331,2024-05-10,104,Laptop,Tecnología,1,-1000,0,4465972,Tienda,Completada
1049,2024-02-15,109,Mouse,Accesorios,-1,-1000,5,4479871,Tienda,Pendiente
1162,2025-02-01,79,Teclado,Oficina,-1,-1000,0,1948932,Distribuidor,Cancelada
1190,2024-05-09,26,Laptop,,10,120000,10,507641,???,Completada
1269,2024-10-04,100,Monitor,Tecnología,2,120000,110,1819979,Distribuidor,
1123,2024-04-28,6,Teclado,,10,0,50,3664587,Tienda,Completada
1024,2024-04-03,45,Mouse,,-1,350000,5,2685271,Tienda,Pendiente
1187,2024-12-02,32,Monitor,,2,-1000,10,2152733,Tienda,Completada
1261,2024-03-14,48,Monitor,Accesorios,2,-1000,5,4824668,Online,Completada
1333,2024-11-29,14,Laptop,Accesorios,10,350000,0,537611,Tienda,
1167,2024-12-10,38,Mouse,Oficina,-1,350000,50,4849588,???,Completada
1028,2024-03-06,115,Mouse,Oficina,10,350000,5,1474802,Tienda,Completada
1210,2024-03-25,8,Teclado,Oficina,-1,120000,50,3221358,Tienda,Completada
1069,2024-02-25,118,Mouse,Accesorios,1,120000,110,1574387,Online,Completada
1026,2024-04-20,97,Laptop,Tecnología,2,120000,5,623773,???,
1325,2024-11-14,75,Impresora,Accesorios,-1,120000,50,173594,Tienda,Cancelada
1208,2024-07-04,47,Teclado,Accesorios,2,120000,10,1134790,Distribuidor,Pendiente
1240,2024-10-03,69,Teclado,Oficina,5,-1000,10,3167466,Tienda,Cancelada
1280,2024-03-15,87,Teclado,Oficina,0,120000,50,3984368,Tienda,
1297,2024-06-01,56,Laptop,Accesorios,-1,50000,110,1524616,Online,Completada
1222,2024-12-11,97,Laptop,Accesorios,0,50000,10,2038960,Distribuidor,
1052,2024-11-20,35,Monitor,Accesorios,2,350000,50,1895825,Distribuidor,Completada
1254,2024-07-03,13,Teclado,Accesorios,1,-1000,10,1024860,???,Completada
1172,2024-10-04,80,Monitor,Accesorios,0,350000,110,715722,Online,Completada
1008,2024-06-19,15,Monitor,,-1,350000,5,3605574,Tienda,Completada
1155,2024-03-23,91,Laptop,Oficina,0,0,0,3669482,Distribuidor,
1230,2025-02-28,83,Monitor,Oficina,2,-1000,110,451650,Online,
1279,2025-02-18,108,Impresora,Tecnología,1,-1000,110,3018186,Distribuidor,
1319,2025-03-17,113,Impresora,Tecnología,-1,350000,10,2884936,Online,Pendiente
1163,2024-01-06,1,Mouse,Tecnología,0,50000,10,2205414,Tienda,Pendiente
1305,2024-03-09,33,Impresora,Oficina,2,0,50,872828,???,Completada
1126,2024-07-13,102,Mouse,,5,120000,10,1788561,Online,
1317,2024-04-02,84,Impresora,Accesorios,5,50000,10,3388463,Tienda,
1144,2024-12-15,92,Impresora,Tecnología,-1,-1000,50,1971091,Online,Completada
1081,2024-01-29,97,Laptop,Accesorios,0,50000,10,3509970,Online,Cancelada
1339,2024-02-17,84,Impresora,Accesorios,2,350000,110,3817959,???,Cancelada
1110,2024-06-22,76,Laptop,Oficina,-1,-1000,50,2680904,Distribuidor,Pendiente
1232,2024-12-27,49,Mouse,Oficina,5,0,5,671443,Distribuidor,
1002,2024-12-07,10,Monitor,Oficina,10,0,50,3558968,Online,Cancelada
1270,2024-03-14,1,Impresora,,1,0,50,3047948,Distribuidor,Pendiente
1088,2024-04-11,114,Teclado,Oficina,2,0,50,833522,???,Completada
1055,2024-07-23,117,Impresora,,1,0,110,1852933,???,Pendiente
1198,2025-01-08,73,Monitor,Tecnología,5,-1000,10,1256916,Distribuidor,Completada
1146,2024-06-22,96,Monitor,,1,0,110,1219849,???,Pendiente
1238,2024-03-07,78,Impresora,Tecnología,2,0,10,1305732,Online,Completada
1074,2024-10-15,58,Monitor,Accesorios,-1,50000,110,1583257,Tienda,Cancelada
1054,2024-09-23,72,Impresora,,10,120000,5,4418647,Distribuidor,
1096,2024-12-26,70,Laptop,Accesorios,1,350000,50,2247063,Distribuidor,Pendiente
1338,2024-12-08,61,Mouse,,2,120000,0,3830493,Distribuidor,Completada
1060,2025-01-25,12,Monitor,Oficina,1,-1000,50,463725,???,Pendiente
1058,2024-12-26,98,Impresora,,1,120000,5,2126188,Tienda,Completada
1060,2024-08-10,100,Impresora,Tecnología,1,-1000,0,1665641,???,Completada
1192,2024-03-29,52,Monitor,,5,0,110,1478050,Online,
1323,2024-05-28,35,Mouse,Oficina,10,350000,5,1126374,Online,Cancelada
1115,2025-03-02,77,Monitor,,5,0,5,1199965,Tienda,
1277,2024-08-02,27,Teclado,Oficina,10,-1000,10,2457652,Distribuidor,Cancelada
1221,2024-08-16,77,Teclado,Accesorios,0,350000,50,2839900,Distribuidor,Completada
1161,2024-09-06,110,Laptop,Accesorios,2,50000,110,709574,Online,Completada
1281,2024-05-19,45,Mouse,Tecnología,10,50000,5,1083925,???,Pendiente
1292,2024-09-08,2,Impresora,Oficina,10,350000,50,4032226,Distribuidor,Cancelada
1171,2024-04-01,56,Mouse,Oficina,0,0,50,165583,Online,Cancelada
1231,2025-02-06,119,Impresora,Accesorios,-1,-1000,10,2062793,Tienda,Cancelada
1194,2024-03-07,27,Impresora,Oficina,0,0,5,4408667,Tienda,Cancelada
1254,2024-09-24,93,Laptop,Oficina,10,50000,0,-16540,Tienda,Pendiente
1240,2024-01-13,75,Impresora,Oficina,1,0,0,4135401,???,
1008,2024-08-19,107,Monitor,Accesorios,-1,350000,110,188564,Tienda,Cancelada
1017,2024-05-30,97,Impresora,,-1,-1000,50,286703,Distribuidor,Pendiente
1073,2024-04-03,104,Teclado,Tecnología,5,50000,50,511966,Online,
1229,2024-11-23,96,Laptop,Accesorios,1,50000,5,2168585,Tienda,Pendiente
1145,2024-05-27,47,Monitor,,0,50000,10,3028913,Tienda,
1120,2024-04-03,96,Teclado,Accesorios,5,50000,0,3251646,Tienda,Completada
1338,2024-05-05,3,Mouse,,0,120000,10,1495101,Tienda,
1076,2024-04-24,18,Monitor,Accesorios,10,120000,110,3310905,Distribuidor,Completada
1329,2024-04-23,45,Mouse,Accesorios,0,-1000,110,2126785,Distribuidor,Pendiente
1190,2024-12-10,87,Teclado,Tecnología,2,-1000,0,1862323,Online,Cancelada
1101,2024-10-08,100,Teclado,Oficina,5,50000,110,2185559,Distribuidor,Completada
1011,2024-07-03,30,Mouse,,2,-1000,50,3350013,Distribuidor,Pendiente
1177,2025-02-08,111,Monitor,Tecnología,0,50000,110,2054561,Tienda,
1314,2024-05-31,1,Impresora,Tecnología,5,50000,5,4745293,Tienda,Completada
1106,2025-02-25,57,Monitor,Accesorios,-1,350000,5,1282054,Distribuidor,Completada
1296,2025-02-18,93,Impresora,,2,0,110,2444253,Distribuidor,
1119,2024-01-17,34,Impresora,Accesorios,1,50000,0,3730050,???,Completada
1263,2024-04-20,21,Impresora,Oficina,10,50000,0,4922841,???,Completada
1339,2024-12-23,76,Teclado,Oficina,0,0,50,1642122,Tienda,Cancelada
1130,2024-06-26,22,Monitor,Accesorios,10,50000,110,452981,Distribuidor,
1344,2024-04-05,8,Monitor,Accesorios,5,50000,0,847038,Distribuidor,Completada
1265,2024-06-27,77,Impresora,Accesorios,-1,-1000,5,153739,Distribuidor,Cancelada
1162,2024-09-18,36,Laptop,Accesorios,10,0,0,3578499,Tienda,
1329,2025-01-09,104,Teclado,Tecnología,0,50000,10,4368385,Online,Cancelada
1272,2024-11-03,51,Teclado,Accesorios,10,350000,50,3731968,Distribuidor,Cancelada
1154,2024-12-24,111,Teclado,,5,-1000,5,4658134,Online,Cancelada
1161,2024-09-06,21,Mouse,,5,50000,5,4747802,Distribuidor,Pendiente
1199,2025-03-01,87,Laptop,Accesorios,2,120000,0,3765146,Tienda,Completada
1168,2024-01-22,74,Impresora,,10,350000,50,3311783,Distribuidor,Completada
1104,2024-08-23,62,Impresora,Tecnología,2,350000,0,2109429,Distribuidor,Pendiente
1024,2024-10-02,48,Laptop,,1,50000,50,1556380,Online,
1162,2024-05-14,29,Teclado,Accesorios,0,120000,10,4549662,Tienda,Pendiente
1169,2024-02-04,13,Laptop,,10,350000,10,2419054,???,Cancelada
1163,2024-04-11,69,Laptop,Accesorios,0,0,110,4485337,???,
1001,2024-10-15,19,Impresora,Tecnología,-1,120000,5,3988997,Distribuidor,Cancelada
1346,2024-07-06,96,Impresora,Accesorios,2,-1000,110,2123178,???,Cancelada
1113,2024-09-01,75,Teclado,,10,120000,50,4866963,Tienda,Cancelada
1324,2024-09-05,116,Teclado,Oficina,2,0,110,2174195,???,Cancelada
1179,2024-12-27,82,Laptop,,10,-1000,50,3267615,???,
1054,2025-03-19,113,Monitor,Tecnología,-1,350000,10,1908202,Distribuidor,Completada
1104,2024-12-30,116,Monitor,Tecnología,-1,-1000,50,69029,Distribuidor,Pendiente
1055,2024-06-03,104,Laptop,,0,-1000,110,3974154,Tienda,Cancelada
1335,2025-01-29,17,Monitor,Tecnología,-1,120000,10,90686,Tienda,
1076,2024-07-22,106,Teclado,Tecnología,10,-1000,110,1309365,Distribuidor,Completada
1231,2024-02-29,32,Mouse,Tecnología,-1,50000,10,2416085,Online,Cancelada
1065,2024-12-30,80,Monitor,,2,120000,10,4023034,Online,
1200,2024-12-31,79,Impresora,Oficina,10,0,5,2990619,Online,
1313,2025-03-04,37,Laptop,Tecnología,-1,0,110,2156121,Distribuidor,Completada
1270,2024-02-26,49,Laptop,Accesorios,10,120000,110,1724921,Tienda,
1269,2024-10-03,108,Teclado,Oficina,2,120000,5,843419,Online,Completada
1058,2024-12-16,4,Mouse,Accesorios,5,50000,110,4522601,Online,Completada
1328,2024-11-22,62,Teclado,Oficina,5,350000,10,4619035,Tienda,
1147,2024-07-16,27,Laptop,Tecnología,10,350000,110,3528730,Tienda,Completada
1266,2024-01-16,61,Mouse,,-1,350000,50,3545052,???,Cancelada
1041,2024-10-21,83,Teclado,Tecnología,-1,-1000,0,4175109,Distribuidor,Completada
1242,2024-12-10,119,Monitor,Tecnología,2,350000,50,1749749,Tienda,
1341,2024-03-03,88,Laptop,Accesorios,0,50000,5,698780,Distribuidor,Cancelada
1287,2024-09-21,64,Monitor,,2,120000,110,1841924,???,Cancelada
1318,2024-02-01,94,Laptop,Oficina,1,350000,110,4488282,Distribuidor,
1033,2024-05-03,117,Mouse,Tecnología,1,50000,50,1627137,Online,Pendiente
1037,2024-05-06,33,Mouse,Accesorios,5,350000,110,1830191,???,Pendiente
1209,2024-08-10,113,Impresora,Accesorios,-1,50000,5,157044,Distribuidor,Cancelada
1125,2024-03-03,62,Teclado,Accesorios,2,120000,110,3303180,Online,
1291,2024-10-10,97,Laptop,Tecnología,2,350000,50,2028359,Online,Cancelada
1110,2024-01-16,105,Teclado,Accesorios,5,50000,110,2710282,Online,Cancelada
1347,2024-10-31,109,Mouse,Tecnología,-1,120000,0,1446387,Tienda,Pendiente
1125,2024-09-16,38,Laptop,Tecnología,0,0,0,3507730,Distribuidor,Pendiente
1203,2024-03-09,114,Teclado,,1,120000,10,1569969,???,
1028,2024-06-24,119,Laptop,Oficina,1,-1000,110,2571402,???,
1341,2025-02-13,95,Laptop,Accesorios,10,50000,0,4586146,Tienda,Cancelada
1188,2024-12-27,37,Monitor,Oficina,10,120000,10,4140153,Tienda,Pendiente
1210,2024-07-18,31,Impresora,Oficina,-1,120000,110,4948431,Tienda,
1199,2024-03-12,16,Mouse,Oficina,1,50000,50,159831,Tienda,Cancelada
1264,2024-03-16,111,Monitor,Oficina,-1,50000,5,3584891,Online,Completada
1243,2024-10-03,86,Laptop,Tecnología,5,350000,50,3273898,Distribuidor,Pendiente
1308,2024-01-12,106,Mouse,,2,350000,10,4303585,Tienda,Pendiente
1223,2025-03-25,34,Monitor,Oficina,1,350000,5,3549203,???,Pendiente
1092,2024-07-26,28,Impresora,Accesorios,2,50000,5,1053817,Distribuidor,Cancelada
1164,2024-04-19,45,Teclado,Accesorios,10,0,0,3171414,Tienda,Completada
1076,2024-12-10,100,Teclado,Accesorios,-1,0,110,2210344,Online,Cancelada
1069,2025-03-15,33,Teclado,Oficina,5,350000,50,4995066,Distribuidor,Pendiente
